"PID";"Original tittel"
"A11C49C4-09BE-41F2-8E5F-878B31DA1328";"Leiden Children's Rights Observatory"
"A5FFBF45-8563-485A-ADBA-878CE2AAA691";"Biographical Memoirs of the National Academy of Sciences"
"30211B73-EAB3-4F20-9EE1-87A1EDF7874E";"Bolgoda Plains Research Magazine"
"AC9E88D7-385E-4A8A-8837-87A5E689ADCD";"Verlag Bertelsmann Stiftung"
"7C4893BA-025C-4D44-A2CA-87CB928F8AD3";"Indian Society of Nephrology"
"D29E69B3-B819-4E85-A8BC-87D7AD23B728";"Paul Geuthner"
"06A19C54-F15A-4D3E-BE4B-87DFC7C6BE13";"Palgrave Macmillan"
"E2A406A8-0C47-4409-B7D0-87E576EAC56E";"Council of the Society of Hellenic Studies"
"3C8FC05E-DB7B-4840-A196-880014E17C05";"Servizo de Publicacións e Intercambio Científico da Universidade de Santiago de Compostela (SPIC)"
"A4CA2301-EFBC-4983-8963-880EF9E35935";"Éditions Albin Michel"
"A75E7BF2-F4F8-42FD-9BA6-8817BE666DA4";"Æ Academic Publishing"
"F714184B-71FA-48F5-BE5D-88187D4C5CE4";"Verlag Otto Lembeck"
"34C5C210-79BB-43E4-B80F-881D7463C6B7";"Publications of Kola Science Centre"
"94A8E09E-865D-44AC-B77B-8833CAFE7F73";"Jimoondang"
"F8B6D75D-AAFB-4F62-863C-883E96AD8C49";"Morgan & Claypool Publishers"
"74B9E1FF-B8E0-46A1-A494-883EDBBB7253";"National Academies Press"
"C284F89C-987B-4166-A035-885D5F8BB1A1";"USENIX - The Advanced Computing Systems Association"
"F73E2B52-01F7-46E8-9B13-886AAF500CA8";"Facts on File"
"F579D51D-8509-4C65-8A6B-8880593FBA22";"Casa Verde Publishing"
"DB4DFAE1-E291-4190-A4D4-888EFC336816";"STERF faktablad"
"D83FFAEE-556F-4E0C-8239-88964F912E11";"Cappelen Damm AS"
"5FF8E753-B35A-44F2-8E4A-889FAB8058E1";"Sejong University Press"
"74647A55-7FB2-4216-9957-88B71D1ED620";"Velbrück Wissenschaft"
"B018C5BA-9FFE-419C-A56F-88B83843FDA4";"Tongji University Press"
"F04EC451-CBF6-4F49-864A-88C83FF741E5";"Ekdoseis Kapon, Athen"
"2F18AB2D-3B55-43E7-99F7-88DB8D2AEDA1";"Xpert Publishing Services"
"2D64524E-09B7-4E85-A0FC-88F3F50A69B0";"Ethics International Press"
"9C7FD686-EF9A-4219-8219-891B40C84EFD";"Thales"
"95340A8D-2046-4A2A-8EA4-8925FC4939BE";"British Museum Press"
"193EEAFE-42E4-4C8C-8CE3-8928304D0633";"Lexington Books"
"97E1D0F4-5B2B-4F2B-896F-89447AB31F04";"Munch-museet"
"C20ACBFE-E57E-41DF-8F3D-8949BB0A07E1";"Norges Bank"
"015666D7-ABD0-4FE3-9062-8967964BF6AB";"Zentrum für Baltische un Skandinavische Archäologie. Jahresbericht."
"52D21684-EAEE-4135-8596-897B3B120CC9";"Paulist Press"
"1AC809FB-444E-4AE3-BB55-897DFAB8F0FB";"Basler Afrika Bibliographien"
"C1F1AD98-C60F-433A-896D-898C3088CC06";"Brooklyn Arts Press"
"91F088AF-4ECB-41D1-BA70-899817ECE736";"Les Belles Lettres"
"DCEF847E-9E8D-45DD-9C7C-89B077CC88AC";"Orient BlackSwan"
"F909684B-CC1B-4807-B2CE-89B0925C56F3";"The Yuan"
"E1333F9B-9241-42B1-A0A5-89BDCFC5EA3A";"Verlag J. B. Metzler"
"B7391EE4-8731-4006-A058-89C3A5C1544E";"Logos Verlag Berlin"
"9BD5DD21-06C9-430A-9E50-89C7C2D219B0";"Eburon Academic Publishers"
"29B48807-A6C0-4758-8DFE-89D0769E68F1";"Libreria Universitaria"
"837434CA-C84E-48B4-82C1-89D8464F625B";"EDA Publishing Association"
"C382E441-1880-4BA1-82F9-89E36A4B1E32";"Springer Nature Research Communities Social Sciences (Blog)"
"9211E074-15BB-45C4-9ACE-8A18396ED804";"Gulf Professional Publishing"
"FD0714D4-2BDB-432D-9FA0-8A4336E7BCE4";"Leeds Philosophical and Literary Society"
"8FB802AD-2C68-472B-90C5-8A5763833515";"Institutionen för utbildningsvetenskap, Lunds universitet"
"87C58CA2-DAC1-49BA-92F7-8A5967439671";"Environmental Physiotherapy Association"
"FB46C4DD-2FD5-4AD2-B68E-8A68AE7AC999";"University of New Orleans"
"CB1385F6-AB4C-42AC-98D6-8A810CA5487E";"Liverpool Business Publishing"
"D0E5A5B5-D46D-4F6D-8263-8A83D07E831E";"Edinburgh University Press"
"19CF64AE-C4D0-402D-9504-8A93BE3284DC";"Aros Forlag"
"B783371B-D5E5-4ED7-846B-8AA20505E46B";"New Directions Publishing Corporation"
"B67FEA25-9DD9-4D8E-909E-8AA47E717D12";"Edition text+kritik (et+k)"
"E323EBAC-DECF-44DC-8025-8AABCF8F293E";"Kreftregisteret - Institutt for populasjonsbasert kreftforskning"
"7A53A4E8-413E-47D0-BF31-8AC4986EE604";"Arcade Publishing"
"E71E84EC-024B-430D-AD09-8ACC04AEBBE4";"Verlag Friedrich Pustet"
"41D5198B-F238-4C23-A866-8ACC9328B592";"Flammarion"
"2A5830B0-D610-471D-AE8E-8AD154791575";"National Council of Teachers of English (NCTE)"
"832C0428-4A46-4125-9D15-8AE3030F567E";"Society of Automotive Engineers"
"B89AD742-F23E-4846-8CE2-8AEEE5D30792";"Pelagic Publishing"
"916D337E-6194-4B49-B00F-8B08E623CCA4";"Editorial de la Universidad de Granada (EUG)"
"09368527-529F-491D-AF25-8B0A7A0A0653";"Aufbau-Verlag"
"1ECE5636-D25E-4C6A-8DF3-8B0B3C3CE408";"Nomos Verlagsgesellschaft mbH & Co. KG"
"ABB9382D-2191-40D9-8FED-8B20266BC67E";"Éditions Recherches"
"667A26F5-8183-4C30-B2DF-8B44D027918B";"Journal of Politics Blog"
"9A302C41-1C25-4073-8104-8B5C26FF35F6";"Stair Society"
"01801334-DE1D-4232-9CA4-8B61D9012ED1";"AOCS Press"
"F4F5F93B-7196-4877-B77A-8B63E5817102";"Brill Academic Publishers"
"96E7C156-AC33-4ED6-B65B-8B7913F188AB";"Park Books"
"3A45AAED-9733-4C61-859A-8B7A6EA8C125";"Shaker Publishing"
"4925085A-D68C-42EF-AA47-8B7BE884FB49";"Sustainable Digital Scholarly Editions Network - Weblog"
"64F75291-7BAD-43BA-85CC-8B8046A0EC18";"Faculty of Law"
"C6B4A8AF-E237-40DD-BBEB-8B8343FA3B31";"Skeiv Bevegelse - nye tekster om dansekunst"
"B557DCD8-EE93-4940-98E4-8B990304411F";"The Southern African Institute of Mining and Metallurgy"
"922690F6-0152-43C1-8883-8BA76F447FDF";"Institution of Mechanical Engineers"
"108FA4F0-347D-4B42-A2C4-8BA9BEC150A3";"UGA Éditions"
"BA76F379-A4C9-4557-A99D-8BB06C791620";"Proprius Förlag"
"8381A632-C71A-4753-8E35-8BB0AEAFF24E";"Democracy Paradox"
"14D817AE-B3C0-43DC-9AB2-8BB7BC6305ED";"AVERE. European Association for Battery, Hybrid and Fuel Cell Electric Road Vehicles"
"C3BA3693-7B49-47CB-8973-8BB8E84CB275";"Wroclaw University of Technology"
"23457965-BC01-4929-8821-8BE00A03231E";"Rawat Publications"
"714B1002-530E-4890-8BE2-8BE8E8726E27";"Institute of Nuclear Chemistry and Technology"
"8F4065C5-A895-4FEA-BC37-8BF684DC497A";"Saqi Books"
"B0230121-FB15-425E-8EB6-8C0E846DB1AF";"Folkehelseinstituttet"
"82951D52-4E09-4DCE-B0E1-8C1693285C4E";"The International Conference on High Performance Computing, Networking, Storage and Analysis"
"4182E762-D8BB-4E98-A36C-8C3C78B2250F";"Enhanced Interoperability and Consistency in Heterogeneous Systems with CorrLang and OpenAPI"
"301A053A-C258-4A2E-8196-8C47094150DD";"Centre for Bioethics"
"F9C5A111-746A-456D-BFEB-8C52DE2DAD39";"Verbum Forlag"
"5F033BD9-61D8-4D40-A603-8C5CF7476617";"International Association for Probabilistic Safety Assessment and Management (IAPSAM)"
"A01ACDA5-AE78-49C1-9AF4-8C5F2D44761B";"Hofmann Verlag & Druckerei"
"091BA225-3D03-4BB3-B69C-8C7003653D3B";"Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika"
"CBE435A6-9BB2-432E-A450-8C70DAB9FF4A";"AUB Press"
"55B387E3-935E-421F-A1AB-8C7E4BA30E47";"I International Symposium on Apricot and Plum . Book of abstracts"
"15E92704-0A0E-4918-B402-8CD0F907D29E";"Demeter Press"
"30361869-7094-42FB-84AC-8CF07087AA59";"Studentenes og Akademikernes Internasjonale Hjelpefond (SAIH)"
"D4F23AE8-E6E9-4ADF-ADCD-8D131F3A7A96";"Norwegian Medical Society"
"9CB82D11-6538-4A41-8F44-8D5892C3A669";"Cappelen forlag"
"9138BC88-64D4-4BE3-88FA-8D5EBEB39EFB";"Pyatigorsk State Linguistic University Publishing House"
"235AF47A-6C90-47DB-BACA-8D5F79809D14";"Wageningen Academic Publishers"
"8F8B5E4B-53B9-4567-BD8A-8D649EE2B10C";"Mad in Denmark"
"3E0A0C8C-F180-40E7-9710-8D688446DA80";"BIS Oldenburg"
"2E56B81A-540E-4C31-8A10-8D6EB1A9AA2F";"Morfem förlag"
"566841B1-8C44-4BE4-9866-8D889208DE5C";"Royal Institution of Naval Architects"
"5E77D7DA-4975-4B57-B27B-8D8A22E6CC48";"University of Oklahoma Press"
"D398F753-273C-432B-BF52-8D925EE84091";"85th EAGE Annual Conference & Exhibition"
"E3BA24BE-9370-4596-BECB-8D9315998651";"Cefas (Centre for Environment, Fisheries and Aquaculture Science)"
"2BB939C1-7225-47FE-AE54-8D9AF5E87311";"Bloomsbury Academic"
"BAAB1784-27D4-491E-A6D2-8DC6A3B1E4A8";"Editura Univers Enciclopedic"
"FF9CD030-2BE3-4A30-9FFE-8DCB0269C4F2";"Dipartimento di Musica e Spettacolo"
"C03D364B-CEC8-43C1-A1B0-8DCF7DC71F92";"Wydawnictwo UWM"
"8F4D3794-A047-4D1E-A783-8DDBE77E7A60";"Tiedotusopillinen yhdistys"
"1DEAE35A-6C44-406E-9D5B-8E0B26A7BA8D";"Centre d'Etudes Linguistiques"
"BA278DDA-9C91-47B5-8D5B-8E0D9F561093";"University of Alabama Press"
"EECE2815-0BAF-4901-9046-8E190D54E7EE";"Dar al-Kotob al-Ilmiyah"
"09DD944A-9B44-4B92-BD6D-8E232D51E388";"Kubon & Sagner Verlag Otto Sagner"
"40ECB384-6B07-4A02-8290-8E325494BEB1";"Meckler Pub."
"FD06E3B7-2DAB-4235-8400-8E539ABCCA5F";"Helbling Verlag"
"E87795D9-2BC2-4200-81F5-8E85466E7EFA";"Fritzes"
"4B637D0C-C177-4706-ABFE-8E8B97B8BED8";"The Mathematical Association of America"
"EB934792-9EF6-4FB4-805E-8E9C8217CBC8";"International Conference on Computer and Information Sciences"
"D456125C-AA39-464F-978C-8EA87CC3F98E";"Verdens hellige skrifter"
"6130FCC2-6539-45FF-9FAE-8EB1100708C5";"Wydawnictwo Naukowe Scholar"
"C1856EC7-002E-4A3A-89CF-8EBD39B522AE";"Department of Literature and Philosophy, Georgia Southern University"
"BD530AA8-7D45-46FA-828D-8F0A0FA8A97F";"Multiconsult"
"78214C5D-9539-48E8-BA9C-8F1B1C360602";"Hallgren & Fallgren"
"48BAFC9A-8CD0-446F-890C-8F1B69325E31";"VUB Press"
"F92F901B-0CA0-4414-A68E-8F2755F3F993";"Bedriftsøkonomens Forlag"
"8BC100FB-0447-4E85-B472-8F3891BA308C";"Quintus"
"A883FEBE-1135-40F8-829F-8F3B4A0B0B2C";"British Film Institute Publishing"
"66D4F087-DE88-4D76-B1B3-8F40260308B4";"Guerini e Associato"
"46BED634-8CAE-491D-A94A-8F558E51A6C9";"Cold Spring Harbor Laboratory Press (CSHL)"
"4783553A-9EF8-4394-BD05-8F5D44DF3DCA";"Society of Christian Ethics"
"A395007C-5026-4443-8376-8F901B220D07";"SITRAP-bloggen"
"F1E5E987-F561-40CE-8311-8F9B16A68F91";"Yrkesorganisasjonenes Sentralforbund (YS)"
"4EF6CD34-FCB7-4003-A58A-8FAF45A98CE1";"European Community on Computional Methods in Applied Sciences (ECCOMAS)"
"74E36E7F-87C3-4351-A2E4-8FC1EDA9B9AE";"Presses de Paris Ouest"
"4029FB7E-7AC0-465E-B0C0-8FF0CD932D02";"Proscenium Press"
"29EF761C-638F-438C-B583-8FF8442428EE";"Akademika forlag"
"37C4C293-580E-4993-B428-901A4E710AD4";"DSM Technical Publications"
"0C1F5715-D302-4C40-9D07-9020013D8CB6";"Fedrelandsvennen"
"33306967-4ACE-4924-A21D-9022338DD94F";"Svenskt visarkiv"
"5C4C795F-E35F-452A-95C0-902FCEAFB0E0";"Yayasan Obor Indonesia"
"4C4F10DE-3BB5-4454-A713-90351D6BC751";"Editorial Antropofagia"
"68318602-A4E5-48C1-B42C-903AD3ABC3A8";"Uitgeverij Boom"
"1E499212-E767-443E-9DBE-904CA735AF1A";"Sismel: Edizioni del Galluzzo"
"FB87F43E-E760-4770-87A1-905786BA74D5";"Karl F. Haug Verlag"
"177F155D-B259-4401-8BB4-906320DC0B42";"The Japan Society of Naval Architects and Ocean Engineers"
"E9DFF3C9-7CE1-452A-8798-9069CDC75B71";"Working Preacher (www.workingpreacher.org"
"B49ED73E-B1E3-48FB-A23C-907475AD4459";"Verbrecher Verlag"
"143B66AF-80CD-46EB-BAD1-907B6E998317";"Editorial de la Universidad de Cantabria"
"823CA9FD-1D1C-47AF-B160-907D51E76929";"Istanbul Bilgi Universitesi"
"14070838-241A-41DD-AD78-90B019DDE316";"DCG-Informationen"
"7E863D65-CD31-4555-BB50-90B9E78BA81C";"Association for Canadian Studies"
"B9667E92-FD4E-4DF2-A3B5-90D1EA33CF36";"Borgen"
"AE23CBAC-6B4F-4271-B6C6-90F909221A92";"The European Academy for Sustainable Rural Development"
"A240D937-D90E-4FE7-BB8C-911B683EFAF8";"Preventing Overdiagnosis. Agust 14th -16th, 2023, Copenhagen"
"CED8D5FD-6B9D-4928-9270-915CEF5BD704";"Institutionen för matematik"
"3FFC704D-192A-429B-B156-91760336964C";"Magazine of European Medical Oncology (memo)"
"D5F8B2EC-2668-4F5D-93B4-91779EC8D830";"University of Milan"
"DD24C4F2-0EDF-438B-AF20-917A13EE1B92";"Columbia University Press"
"BE3F41E7-EF3A-44D5-9DE8-91AEC7A76ADC";"Nationalencyklopedin"
"505D97B4-BB25-45E9-A1C0-91B4EB6CC311";"Guilford Publications"
"12A872C4-B1FD-4EE0-9A8B-91BA4ECB45C3";"Vikingeskibsmuseet"
"FD162F22-2C18-4355-8A4B-91C7E542D750";"Centre for Research in Rural and Industrial Development (CRRID)"
"186FB266-1599-48C9-8160-91D183D31993";"Society of Naval Architects and Marine Engineers"
"E427D67B-3702-4F84-B993-91DE1439C2C2";"Die Österreichische Computer Gesellschaft"
"DDEB09BE-F9C5-4429-845A-91E4FAC362C1";"Fabrizio Serra Editore"
"FD97CDEB-42E5-46A9-ABC2-91EB30C7E002";"Kurosio Publishers"
"EDF5F05F-9587-4056-8783-920276DB48CC";"American Council for an Energy Efficient Economy"
"0B4CB4DD-0DAA-4BF5-B4BD-921249EEACC0";"International Hellenic University"
"C77F9DBB-9611-427A-ACAE-923842A97C45";"Materials Research Forum LLC"
"CE0BF3CC-016D-40D2-8526-924E1C9CD147";"Klimarådet"
"D3834F05-AD06-4D50-947F-9266B2AE5EEF";"Wonderful world festivalavis"
"B685E167-A14D-4660-A913-9268A0E8AF6F";"The International Speech Communication Association (ISCA)"
"AECFFA14-32E6-4C64-BF78-927B68240A29";"Eisenbrauns"
"DC45D175-8D60-41AF-9509-928782E46D2D";"Akers Avis Groruddalen"
"A28D0FD1-AA6B-492D-9944-928CB6D1463E";"International Union for Conservation of Nature (IUCN)"
"1AAA1FD8-39B4-4FF5-BEA6-9297B30DD257";"Østensjøvannets venner"
"CB59ADC5-76A3-4B55-BD43-92AECBEFA906";"Biblioteca Nacional de Portugal"
"D33CF453-2285-47D4-9C4C-92B5ACB62E81";"For a Righteous Cause"
"9E48A2C2-2F9C-4433-9C95-92C65E20B607";"Pensord Press Ltd."
"DF14170D-2F5D-4402-82DD-92CA228387D2";"EDIZIONI PLUS  Pisa University Press"
"1074D935-FE82-45C9-B014-92CAE078B42B";"Institute of Mathematics and Informatics"
"C12DC862-491C-4435-9206-92E4D4CAD99D";"Laterza"
"AE9BF33A-3354-4E65-A239-92E70731D4AC";"Project Management Institute"
"47641CC4-5529-48C6-8CD5-92EE2F92CE37";"Marsilio"
"8FC88B76-2F11-4ED8-A27C-92FB5587FB53";"Lutheran University Press"
"595CFA5E-351F-46BE-914A-930BC009BB85";"Salem Press"
"A0444FE7-B532-4473-8344-9319467A043A";"Ibicura"
"EA1FA66E-8585-47FD-8A5A-93341A24BDC6";"Ox Bow Press"
"B299BD14-0451-4BD6-AF7A-933DB8FEAAD7";"University of Maine Press"
"3DC03103-D669-402E-B8F4-934F36069280";"Bucknell University Press"
"C563B525-F1BE-4B5B-859E-936457063EDC";"NISC - National Inquiry Services Centre"
"AF3888A3-0BDB-449B-8392-936876C103C1";"Birdlife.no"
"25395226-BC30-4638-821D-9379A8D860F1";"Westview Press"
"7A0307AE-4D01-4523-BC68-93AED2D68E96";"Tampere University Press"
"BC9AC750-97CD-4E31-B521-93B39BFC8C0E";"J&R Press"
"68F033CA-4085-4C9E-8C52-93B6A48095A1";"Freundeskreis Freilichtmuseum Südbayern e. V. Freundeskreis Blätter, Band 41"
"CBECEEBB-5D56-4329-AF25-93C140F41336";"Bemidji State University"
"AA288736-A32D-4292-BF84-94086F3D6F3E";"Istanbul Technical University"
"7B2A1162-D8D4-4FE3-9AE2-9410F61C571C";"Norsk Gestaltinstitutt"
"256A1AC9-1F45-4B7F-8639-941971203D57";"Angry Gable Press"
"E7A0A577-496D-4838-AF57-942A313A2D2A";"Edward Elgar Publishing"
"3CBD532D-E2A0-4290-BD4E-942B746C3B0D";"International Information Management Association"
"5850E0B8-BC4C-4AA1-A389-942E5A5B61DF";"Universidad de La Rioja"
"23FCE3F1-C224-45D3-B1CC-943B454A31C0";"Margraf Publisher"
"A0D1D026-3DF5-4462-81A2-943EF5A90BF9";"English Department, U.S. Air Force Academy"
"CA8C4846-590C-4553-B2AE-9443A60185E9";"Regnum Books"
"0AB22E41-69B2-4657-9F1D-944736315946";"Wagner College"
"5B85A805-2F76-417B-B56E-9450A51CE865";"Fondo Editorial (FE) de la Pontificia Universidad Católica del Perú (PUCP)"
"5352D14F-CE51-4C1F-B515-94635531FC32";"De Gruyter Oldenbourg"
"4B344DEA-C3BC-4DCC-93D5-9472BC866FC0";"Rowman & Littlefield Publishers"
"DF41BF48-0E78-495B-AA7E-94A2E730C0A5";"Riksantikvaren"
"C837B6C7-AE8F-43C7-920D-94AEF7DA5B93";"Les Indes Savantes"
"7498C8F6-B596-416E-8C45-94B069CDCE2F";"Taylor & Francis Group"
"2574A080-9639-4CF4-B070-94BDA9CE3DA9";"Frontiers in Cell and Developmental Biology"
"CE6EF4B7-ECB5-49FE-9A27-94F284C8B191";"Edizioni Unicopli"
"4E28C7F7-7851-4017-8656-94FA1A921528";"Verbum Akademisk"
"13B9AEA5-7E8A-4AAC-BA3A-95004A0E9D1D";"Sami allaskuvla (Samisk høyskole)"
"D72AE617-297F-401F-A2BB-95033150C520";"Versita"
"A2441365-8B95-40C9-9396-95192A4EB1DD";"John Donald"
"7444B02F-CEB1-4BAE-A663-9524DD5950C5";"Department of English, North Carolina State University"
"3377C7A2-93D2-4857-93D8-955535AD80F8";"Hastings College of the Law"
"B32590E3-4DC6-4E85-A107-95682A0DB6A9";"SMDF-bladet"
"EE4531F0-118F-4C62-AF69-9577B11E23CC";"ICE Publishing"
"3FD54CCF-5026-44AA-8BA1-959392FC1672";"Ellerströms förlag"
"360B8D2C-736F-450A-8D34-9596BFE28CB4";"Walter de Gruyter (De Gruyter)"
"C1CCBB7A-35D2-4192-819A-95A4175F2530";"Éditions de Linguistique et de Philologie (ELiPhi)"
"E9B8F90E-F225-4337-A84F-95AABDC5FAC2";"National Center for Radio and Television Studies, Communication University of China"
"17E547DF-1C31-4370-AAC8-95BFFCFE22B2";"AMAP - Arctic Monitoring and Assessment Programme"
"86AA9EEA-6839-472A-B404-95C2E8C28C71";"Editorial Caminho"
"B49DCC2A-13D9-47C5-96A1-95D94067EF5D";"Dmitriy Pozharskiy University"
"787501B7-4C33-4FC8-8689-95E5449219EC";"MIT Press"
"FB2C581B-1E2D-47CE-88D7-95F1637A90B9";"SINTEF Helgeland AS"
"FB9C432E-90D4-441F-AF36-9610964224DD";"The New Nordic Lexicon"
"D03061EB-8F21-4A2F-B529-96284A65E67D";"Laaber-Verlag"
"5663508A-419D-4757-A82D-962A1C5B5A1F";"Hampton Press"
"B144200C-4E2B-48BC-A506-962E7C354D47";"Utdanningsnytt"
"3E0E94C9-3E1B-4A9F-BB44-965ADE719545";"University of Hertfordshire"
"59EB2569-57CE-41D8-8A6F-9670B30DAF94";"Blekinge Tekniska Högskola "
"2C9F9067-DAA7-4362-BA3F-9691C4CA227C";"Captus Press Inc."
"15385BB1-44CA-43F4-BF14-969F6805D27D";"Left Coast Press Inc."
"97BE399D-D876-4638-90B9-96A46E9099F4";"Forlagið"
"C1E9E9D1-E12C-4B5C-A121-96B9E1498CEF";"High Speed Marine Vehicles"
"9F19D7B0-A571-44A4-9E02-96BF018EF7D6";"Editorial Grupo Destiempos"
"BB1798AF-1FCE-465E-8475-96D1F7840339";"New Literary Observer publishing house"
"E25DD520-1A39-4E6B-BC51-96DE7DF4E001";"Truman State University Press"
"E3B5E738-6D9C-48B7-9BC6-96E416AFD393";"Nordlandsforskning"
"02174FBE-CF39-415E-8726-970939F8C848";"Presses Universitaires du Septentrion"
"2D14509C-9B61-41D6-8500-970F57A31EB9";"ENTIMEMA"
"94FE7BCC-495D-4E8A-B2D4-971C235A1B16";"Seoul National University Press"
"33FAF8F5-3E49-43FF-923F-97329D5F6742";"niva.no"
"1C771750-0B04-423F-96EA-973EC536DF8A";"KyungMoonSa"
"9D052810-8F09-436D-AD0A-9745EC9EBE95";"Izdatel`stvo LAN`"
"F2957891-B2F2-40BF-8DDB-976820565127";"Afdeling for dialektforskning, Nordisk forskningsinstitut, Københavns universitet"
"68B1946B-2B38-4989-A3CE-97A81523D3BA";"AVM - Akademische Verlagsgemeinschaft München"
"3A45308D-273F-4E4C-9680-97B80FE74AE0";"Hyrdingen"
"7087F3B5-3D89-4154-AD38-97D461BB1B44";"Editions of the Holy Leimonos Monastery"
"784CB101-0D0B-4BB3-B2CC-97D8D0F0A038";"Sámi allaskuvla"
"4A848187-68C1-4365-998E-97E268DF84E4";"University Press of Florida"
"62CA28BD-1AF0-41C1-BF99-97F2AE6DE8BC";"Gothia Förlag AB"
"5D1305A3-8C96-47E6-BCDF-98057B0B9523";"Ithaca Press"
"7FF2881D-AD39-42B9-B135-98089D22EB73";"International Universities Press"
"1095F7B7-9167-4D5F-A7B3-981FD7BE92ED";"Ruskin Association"
"3BF36E06-6541-4249-B697-982A3B00F9AC";"Nordisk ministerråd"
"DFD1F0E1-89BC-4007-9E4B-983D232C94E6";"Didymos-Verlag"
"0DC4B1CA-AEB4-4C19-9F96-9850645D651A";"Klasik Yayinlari"
"96C65E63-DF87-4FEE-B0D8-98582C84B9F4";"MOM Éditions"
"AB24CD6B-1E71-4D74-AF99-9877E49D7907";"Cambridge Academic"
"672BC009-1E7F-4207-AFC9-9878C439D83F";"Carnegie Publishing Ltd."
"42D8D967-9C98-4B6A-A15E-988F002DF8B3";"The American University in Cairo Press"
"13721D51-6058-4520-A32D-989E8D957F87";"International Society of Offshore & Polar Engineers"
"67B8493B-B55B-41C5-90EA-98AEAFC39EFF";"International Atomic Energy Agency"
"DA374248-7142-4BA5-B4D7-98B21076DB55";"International Institute of Anticancer Research"
"D696395F-5D98-4DA1-88CF-98B4C4332AB5";"New York University Press"
"4824F4FF-C97C-4A86-B81B-98E65698C932";"American Association of Public Health Dentists"
"AD73D8FC-35A7-43D3-917B-98EC820CB1CF";"Articles of War"
"8775B5ED-8A6E-4133-B0CC-98FE3D0CC85E";"PV magazine"
"4AB079AD-EE38-4885-942D-9903BB1C94C0";"Shetland Heritage Publications"
"C3444788-CCD7-4974-B74D-9906A601C6CE";"International Association for Bridge and Structural Engineering"
"B4BFB838-D180-4DE9-B8BA-990A063DA7BE";"אדרה בית הוצאת ספרים אקדמיים"
"5B3DB756-B3D4-4876-8BBC-990FCBF1663D";"Svenska litteratursällskapet i Finland (SLS)"
"CDB342B3-895F-4E29-838A-991218633CF3";"Nakladatelství Masarykovy univerzity"
"6AB7DE9E-A5BF-4204-9643-99406A544B31";"Wissenschaftlicher Verlag Trier"
"49DA8162-9409-4F9E-8D37-9963A3DA31DE";"V Balkan Symposium on Fruit Breeding"
"75A7C1A0-5072-46C1-80B4-99684D842BC4";"University of Washington Press"
"4E8641D9-3C2F-4479-AB93-99773B19EEFC";"Allegra Lab: Anthropology for Radical Optimism"
"602BAF74-B69A-41AB-8015-997796CAE5FF";"Centro de investigaciones y estudios superiores en antropología social (CIESAS)"
"780D7136-9102-4317-BC3C-998229FD3871";"Antipyrine"
"AC0889AC-1B90-4322-AFBF-99861BE39375";"International Association for the Scientific Knowledge"
"C0F8636F-E7DD-401C-A3EB-9986F71F77F5";"Stockholmia förlag"
"FD3CE41B-A8DE-4BF9-AAED-998BF1BE74DE";"Society of Leather Technologists and Chemists"
"7A6D4258-5B9E-40D1-A4D1-9995B4A55DF6";"Claeys & Casteels"
"EEB87E09-5637-4FAA-9604-999EA0E46207";"Westminster Theological Seminary"
"53B9835E-B710-4158-AD3D-99B50E7094ED";"Tammi"
"B86A3C64-3D5D-4467-9788-99BAD9162084";"Asociación Española de Lingüística del Corpus"
"05EF8B0A-B395-4D7D-972A-99CB7321FDD4";"Luleå tekniska universitet"
"14B1A81F-8E79-431C-B34C-9A1C56526C88";"RAABits Realschule Chemie"
"5A2D0C9E-B445-4ACC-9614-9A21E62DE336";"Edizioni ETS"
"18419A84-3C5F-469F-8400-9A23E3789EB6";"Ex Tuto Publishing"
"5A2C6DF5-FA40-4E5E-B51D-9A247AD622DA";"La Découverte"
"64574F54-EDD2-42F1-9BF1-9A2BD5B2D64C";"Togga"
"0C290711-A2D5-4DB4-8CEE-9A335ADB9729";"Melusina Press"
"659C04A7-80EA-4C11-A074-9A59A154C75D";"Religionspædagogisk Forlag"
"244C5DD1-877C-4CEE-98EF-9A62BC807475";"ASV-nytt"
"663BDE7E-91D0-493E-A2C6-9A862AE715F9";"Antropofagia"
"75836519-F5F6-4F12-929C-9A892F0538C6";"Forlaget Thomson"
"06F2DBB0-4D94-4781-9F41-9AA30E7E8084";"Herzog August Bibliothek"
"4F5B0A76-057C-4936-9DC1-9AC11ABE0052";"DOBU-Verlag"
"8E9117D0-545F-4775-95D7-9B03F27D685E";"Australian Society for Music Education"
"39C74631-6AAC-4417-818A-9B0477A7A71C";"Engaging Sports"
"5B5F892E-DA69-48BD-B0BC-9B1829A15E84";"Högskolan Väst"
"02B549BD-13AB-4F36-96D1-9B3C3C2C2F3F";"European Space Agency"
"C94E8776-04EF-4BEC-8647-9B4B3E2E571D";"Society of Naval Architects and Marine Engineers (SNAME)"
"25062B67-DF23-4A0E-890D-9B59CE972ED8";"Dalian University of Technology Press"
"7C6B2202-74CE-4DEE-9A7E-9B5E67A84210";"Europäischer Hochschulverlag"
"D59FFFF4-DC29-4083-9D99-9B848B69AA06";"Western Indian Ocean Marine Science Association (WIOMSA)"
"6A39B642-FAFA-442F-896A-9B91F1D09AEB";"Addis Ababa University Press"
